WeekEnd Date  ,National Prime,National Choice,National Select,National Other,Reg 1-5 Prime,Reg 1-5 Choice,Reg 1-5 Select,Reg 1-5 Other,Reg 6 Prime,Reg 6 Choice,Reg 6 Select,Reg 6 Other,Reg 7-8 Prime,Reg 7-8 Choice,Reg 7-8 Select,Reg 7-8 Other,Region 9-10 Prime,Region 9-10 Choice,Region 9-10 Select,Region 9-10 Other,Nebraska Prime,Nebraska Choice,Nebraska Select,Nebraska Other,Kansas Prime,Kansas Choice,Kansas Select,Kansas Other,Texas Prime,Texas Choice,Texas Select,Texas Other,YG 1,YG 2,YG 3,YG 4,YG 5,YG 1-5,No YG,% Fed Cattle YG,Upper 2/3 Choice,Schedule GLA,Class Total Reg 1-5,Steer Reg 1-5,Heifer Reg 1-5,Dairy Cow Reg 1-5,Other Cow Reg 1-5,Bulls Reg 1-5,Class Total Reg 6,Steer Reg 6,Heifer Reg 6,Dairy Cow Reg 6,Other Cow Reg 6,Bulls Reg 6,Class Total Reg 7-8,Steer Reg 7-8,Heifer Reg 7-8,Dairy Cow Reg 7-8,Other Cow Reg 7-8,Bulls Reg 7-8,Class Total Reg 9-10,Steer Reg 9-10,Heifer Reg 9-10,Dairy Cow Reg 9-10,Other Cow Reg 9-10,Bulls Reg 9-10,Total %,Total Steer %,Total Heifer %,Total Dairy Cow %,Total Other Cow %,Total Bulls %,Total Head,Total Steer Head,Total Heifer Head,Total Dairy Cow Head,Total Other Cow Head,Total Bull Head
7/23/2011,3.12%,62.49%,29.76%,4.63%,7.05%,66.39%,18.87%,7.69%,0.88%,50.87%,41.84%,6.42%,3.04%,65.80%,27.59%,3.56%,4.73%,63.27%,27.68%,4.31%,3.89%,66.16%,25.67%,4.29%,1.79%,65.13%,30.16%,2.92%,0.88%,51.33%,41.93%,5.85%,,,,,,,,,25.83%,65.70%,17.43%,6.15%,1.68%,4.21%,4.63%,0.76%,21.43%,9.67%,6.88%,0.46%,4.02%,0.40%,50.80%,30.33%,17.46%,0.29%,2.42%,0.31%,10.34%,4.94%,1.64%,2.60%,0.92%,0.24%,100.00%,51.08%,27.66%,7.55%,11.99%,1.71%,653900.0,334000.0,180900.0,49400.0,78400.0,11200.0
7/30/2011,3.03%,61.60%,30.31%,5.06%,7.63%,67.48%,17.44%,7.45%,0.91%,49.26%,42.89%,6.94%,2.85%,64.66%,28.52%,3.97%,4.20%,61.72%,28.11%,5.97%,3.55%,66.29%,25.73%,4.43%,1.78%,62.59%,32.27%,3.36%,0.91%,49.66%,42.99%,6.45%,,,,,,,,,27.16%,64.64%,17.71%,6.34%,1.62%,4.56%,4.52%,0.66%,20.44%,9.34%,6.52%,0.50%,3.70%,0.39%,51.56%,30.34%,18.33%,0.27%,2.30%,0.33%,10.28%,4.90%,1.73%,2.42%,1.01%,0.23%,100.00%,50.92%,28.20%,7.74%,11.53%,1.61%,665200.0,338700.0,187600.0,51500.0,76700.0,10700.0
8/6/2011,2.97%,62.26%,30.00%,4.76%,6.59%,66.39%,20.10%,6.92%,0.86%,51.24%,41.81%,6.09%,2.88%,64.97%,27.98%,4.17%,4.56%,63.32%,28.49%,3.63%,3.76%,66.27%,25.66%,4.31%,1.74%,63.74%,30.56%,3.96%,0.86%,51.60%,41.72%,5.81%,,,,,,,,,24.64%,63.85%,17.44%,6.13%,1.46%,4.62%,4.52%,0.71%,20.21%,8.64%,6.87%,0.50%,3.81%,0.39%,52.02%,31.43%,17.63%,0.29%,2.29%,0.38%,10.33%,4.88%,1.64%,2.64%,0.91%,0.26%,100.00%,51.08%,27.60%,8.05%,11.52%,1.74%,659500.0,336900.0,182000.0,53100.0,76000.0,11500.0
8/13/2011,3.12%,61.74%,30.14%,5.01%,7.68%,67.43%,18.96%,5.93%,0.94%,49.22%,43.03%,6.80%,3.05%,64.60%,27.88%,4.47%,3.69%,64.17%,28.51%,3.63%,4.15%,69.04%,22.10%,4.71%,1.69%,60.27%,33.60%,4.44%,0.95%,49.54%,43.19%,6.32%,,,,,,,,,25.75%,65.32%,17.89%,6.44%,1.56%,4.62%,4.59%,0.69%,20.86%,10.05%,6.09%,0.54%,3.80%,0.38%,50.87%,28.87%,19.62%,0.30%,1.79%,0.29%,10.38%,5.04%,1.62%,2.53%,0.95%,0.24%,100.00%,50.39%,28.90%,7.98%,11.13%,1.59%,665000.0,335100.0,192200.0,53100.0,74000.0,10600.0
8/20/2011,3.20%,60.84%,30.30%,5.66%,7.60%,66.77%,18.07%,7.56%,0.91%,49.68%,42.02%,7.38%,3.19%,63.27%,28.56%,4.98%,3.47%,62.36%,29.88%,4.30%,4.50%,66.77%,23.65%,5.08%,1.71%,59.64%,33.26%,5.38%,0.91%,50.17%,42.10%,6.81%,,,,,,,,,24.99%,62.92%,18.38%,6.32%,1.70%,4.80%,4.75%,0.81%,20.63%,9.62%,6.26%,0.49%,3.94%,0.31%,50.59%,31.69%,16.18%,0.30%,2.05%,0.37%,10.40%,5.04%,1.63%,2.51%,1.03%,0.19%,100.00%,52.67%,25.77%,8.10%,11.77%,1.69%,669300.0,352500.0,172500.0,54200.0,78800.0,11300.0
8/27/2011,3.16%,59.82%,30.58%,6.44%,7.51%,66.22%,17.90%,8.37%,0.86%,48.26%,43.30%,7.58%,3.21%,62.35%,28.48%,5.97%,3.38%,61.98%,29.88%,4.76%,4.62%,66.44%,23.48%,5.46%,1.61%,58.88%,33.75%,5.76%,0.86%,48.42%,43.47%,7.25%,,,,,,,,,26.04%,64.93%,18.13%,6.35%,1.49%,4.81%,4.68%,0.80%,20.35%,10.41%,5.27%,0.55%,3.81%,0.32%,51.75%,29.14%,19.32%,0.30%,2.63%,0.37%,9.77%,4.56%,1.59%,2.39%,1.00%,0.22%,100.00%,50.45%,27.68%,8.04%,12.12%,1.71%,677500.0,341800.0,187500.0,54500.0,82100.0,11600.0
9/3/2011,3.28%,60.94%,30.23%,5.55%,8.15%,66.76%,18.62%,6.48%,0.87%,50.23%,42.02%,6.88%,3.23%,63.49%,28.19%,5.09%,3.79%,61.40%,30.26%,4.54%,4.59%,67.01%,22.91%,5.49%,1.50%,59.75%,33.99%,4.76%,0.87%,50.70%,42.18%,6.25%,,,,,,,,,25.12%,63.63%,18.81%,6.59%,1.72%,4.72%,4.93%,0.84%,19.81%,9.13%,6.02%,0.51%,3.83%,0.32%,51.48%,28.58%,19.63%,0.30%,2.61%,0.36%,9.90%,4.66%,1.45%,2.52%,1.01%,0.26%,100.00%,48.96%,28.82%,8.06%,12.39%,1.78%,662800.0,324500.0,191000.0,53400.0,82100.0,11800.0
9/10/2011,3.10%,61.02%,29.61%,6.27%,6.72%,66.28%,19.42%,7.58%,0.73%,48.36%,43.10%,7.81%,3.10%,63.58%,27.47%,5.85%,4.28%,64.86%,26.50%,4.36%,4.36%,66.89%,22.47%,6.28%,1.75%,60.47%,32.18%,5.60%,0.73%,48.60%,43.41%,7.26%,,,,,,,,,25.53%,66.13%,18.43%,6.15%,1.71%,4.88%,4.86%,0.83%,20.94%,9.85%,6.12%,0.55%,4.06%,0.35%,50.00%,28.41%,18.24%,0.31%,2.66%,0.38%,10.63%,5.08%,1.59%,2.77%,0.97%,0.22%,100.00%,49.50%,27.66%,8.51%,12.55%,1.78%,578400.0,286300.0,160000.0,49200.0,72600.0,10300.0
9/17/2011,3.09%,59.72%,31.25%,5.94%,6.87%,66.67%,19.40%,7.06%,0.73%,48.30%,44.05%,6.92%,3.26%,62.31%,28.83%,5.60%,3.18%,60.40%,31.70%,4.72%,4.76%,65.08%,24.46%,5.69%,1.64%,58.87%,34.30%,5.19%,0.72%,48.67%,44.15%,6.46%,,,,,,,,,24.37%,65.00%,19.99%,6.67%,1.47%,5.53%,5.39%,0.93%,20.57%,9.92%,5.82%,0.58%,3.90%,0.35%,48.85%,26.54%,18.79%,0.30%,2.81%,0.41%,10.59%,5.07%,1.49%,2.78%,1.02%,0.23%,100.00%,48.20%,27.57%,9.19%,13.12%,1.91%,658300.0,317300.0,181500.0,60500.0,86400.0,12600.0
9/24/2011,3.27%,59.43%,30.80%,6.50%,8.10%,67.42%,17.98%,6.50%,0.77%,47.20%,43.08%,8.96%,3.24%,62.01%,28.93%,5.82%,3.56%,60.03%,30.83%,5.58%,4.63%,65.00%,24.02%,6.36%,1.69%,58.35%,34.62%,5.34%,0.74%,47.64%,43.08%,8.53%,,,,,,,,,23.95%,62.95%,19.73%,6.35%,1.74%,5.33%,5.35%,0.97%,19.85%,9.16%,5.83%,0.50%,4.02%,0.35%,49.92%,27.77%,18.63%,0.32%,2.78%,0.42%,10.50%,4.74%,1.48%,2.73%,1.33%,0.21%,100.00%,48.01%,27.68%,8.88%,13.48%,1.95%,661900.0,317800.0,183200.0,58800.0,89200.0,12900.0
10/1/2011,3.36%,59.33%,30.94%,6.36%,7.54%,68.59%,16.84%,7.02%,0.76%,48.91%,43.86%,6.47%,3.54%,61.12%,28.91%,6.43%,3.45%,60.80%,31.21%,4.54%,5.19%,65.71%,23.29%,5.81%,2.03%,56.39%,34.38%,7.21%,0.75%,49.33%,43.91%,6.01%,,,,,,,,,24.52%,64.17%,19.10%,6.57%,1.50%,5.13%,4.97%,0.93%,20.10%,9.55%,6.01%,0.52%,3.67%,0.35%,50.99%,27.20%,20.29%,0.31%,2.81%,0.38%,9.81%,4.20%,1.27%,2.74%,1.39%,0.22%,100.00%,47.52%,29.07%,8.69%,12.83%,1.89%,678700.0,322500.0,197300.0,59000.0,87100.0,12800.0
10/8/2011,3.59%,59.17%,30.90%,6.34%,7.72%,65.96%,18.10%,8.23%,0.69%,46.31%,45.50%,7.49%,3.88%,62.11%,28.09%,5.92%,2.88%,58.15%,34.70%,4.26%,5.54%,65.95%,22.68%,5.82%,2.34%,58.45%,33.37%,5.83%,0.68%,46.63%,45.72%,6.96%,,,,,,,,,26.03%,61.32%,18.89%,6.50%,1.73%,4.80%,4.96%,0.90%,19.44%,9.11%,5.84%,0.55%,3.59%,0.34%,51.26%,27.61%,20.01%,0.33%,2.93%,0.39%,10.41%,4.84%,1.48%,2.81%,1.09%,0.19%,100.00%,48.07%,29.06%,8.49%,12.57%,1.82%,669300.0,321700.0,194500.0,56800.0,84100.0,12200.0
10/15/2011,3.72%,58.81%,31.41%,6.05%,7.03%,67.11%,18.86%,7.01%,0.71%,46.80%,45.50%,6.99%,4.30%,61.27%,28.71%,5.71%,3.15%,61.31%,30.45%,5.09%,5.92%,66.12%,22.18%,5.77%,2.93%,56.48%,35.23%,5.37%,0.71%,47.25%,45.74%,6.30%,,,,,,,,,23.99%,60.01%,18.71%,6.89%,1.71%,4.71%,4.56%,0.85%,19.78%,9.91%,5.29%,0.58%,3.66%,0.32%,51.15%,27.36%,20.68%,0.29%,2.48%,0.34%,10.36%,4.54%,1.60%,3.00%,1.00%,0.22%,100.00%,48.71%,29.29%,8.59%,11.70%,1.72%,649800.0,316500.0,190300.0,55800.0,76000.0,11200.0
10/22/2011,3.50%,58.45%,32.08%,5.97%,7.37%,66.04%,19.49%,7.10%,0.80%,46.54%,46.43%,6.22%,3.78%,60.93%,29.50%,5.80%,3.04%,58.77%,32.92%,5.26%,5.19%,63.69%,24.86%,6.26%,2.33%,59.06%,33.79%,4.82%,0.81%,46.76%,46.46%,5.98%,,,,,,,,,23.31%,62.36%,17.73%,5.38%,1.56%,4.93%,4.99%,0.87%,20.36%,9.33%,6.29%,0.58%,3.85%,0.31%,51.65%,28.15%,19.87%,0.31%,2.96%,0.37%,10.26%,4.14%,2.11%,2.83%,0.99%,0.20%,100.00%,46.99%,29.83%,8.64%,12.80%,1.74%,654800.0,307700.0,195300.0,56600.0,83800.0,11400.0
10/29/2011,3.43%,58.48%,32.21%,5.88%,7.00%,67.44%,19.74%,5.82%,0.80%,45.44%,47.10%,6.66%,3.81%,61.28%,29.23%,5.69%,2.67%,58.32%,33.43%,5.58%,5.33%,63.90%,24.24%,6.53%,2.53%,58.45%,34.53%,4.49%,0.80%,45.87%,47.29%,6.05%,,,,,,,,,22.97%,61.26%,19.57%,6.20%,2.05%,5.23%,5.19%,0.89%,20.11%,9.53%,5.93%,0.52%,3.78%,0.34%,50.10%,27.75%,18.83%,0.28%,2.93%,0.31%,10.22%,4.65%,1.56%,2.87%,0.95%,0.18%,100.00%,48.14%,28.38%,8.91%,12.85%,1.73%,672400.0,323700.0,190800.0,59900.0,86400.0,11600.0
11/5/2011,3.67%,59.70%,30.89%,5.74%,6.81%,66.70%,18.99%,7.50%,0.70%,47.48%,46.13%,5.69%,4.12%,62.04%,28.28%,5.56%,3.35%,62.17%,29.54%,4.94%,6.03%,66.64%,21.63%,5.70%,2.15%,57.72%,35.20%,4.94%,0.68%,47.70%,46.45%,5.18%,,,,,,,,,23.16%,60.66%,19.73%,6.34%,1.68%,5.49%,5.32%,0.89%,19.61%,9.39%,5.28%,0.62%,3.99%,0.34%,50.26%,27.22%,19.38%,0.29%,3.02%,0.35%,10.40%,4.69%,1.65%,2.88%,0.97%,0.22%,100.00%,47.65%,27.98%,9.28%,13.30%,1.80%,649800.0,309600.0,181800.0,60300.0,86400.0,11700.0
11/12/2011,3.57%,59.43%,30.82%,6.17%,8.25%,66.13%,17.55%,8.07%,0.72%,48.21%,44.49%,6.58%,3.77%,61.35%,28.93%,5.95%,2.66%,62.00%,30.79%,4.55%,5.24%,63.77%,23.49%,7.49%,2.17%,58.92%,34.42%,4.48%,0.70%,48.60%,44.60%,6.09%,,,,,,,,,22.93%,61.42%,19.87%,6.30%,1.76%,5.38%,5.39%,1.05%,18.40%,8.23%,4.93%,0.68%,4.20%,0.35%,50.95%,26.67%,20.47%,0.30%,3.11%,0.40%,10.78%,4.44%,1.59%,3.31%,1.24%,0.21%,100.00%,45.64%,28.75%,9.67%,13.94%,2.00%,630600.0,287800.0,181300.0,61000.0,87900.0,12600.0
11/19/2011,3.63%,59.42%,30.99%,5.97%,8.75%,64.92%,17.80%,8.53%,0.58%,48.91%,43.82%,6.69%,3.78%,61.29%,29.41%,5.52%,3.02%,62.42%,30.11%,4.45%,5.60%,65.65%,22.13%,6.61%,1.95%,58.27%,36.02%,3.76%,0.54%,49.38%,43.90%,6.18%,,,,,,,,,21.24%,61.65%,20.22%,6.42%,1.85%,5.69%,5.31%,0.96%,19.86%,9.70%,5.09%,0.60%,4.09%,0.39%,48.93%,25.50%,19.69%,0.28%,3.04%,0.42%,10.98%,4.90%,1.38%,3.05%,1.44%,0.20%,100.00%,46.52%,28.01%,9.62%,13.88%,1.97%,638400.0,297000.0,178800.0,61400.0,88600.0,12600.0
11/26/2011,3.39%,59.20%,31.94%,5.46%,8.65%,65.47%,18.22%,7.66%,0.72%,46.99%,46.57%,5.72%,3.52%,61.48%,29.81%,5.18%,2.74%,64.82%,28.15%,4.29%,5.41%,66.12%,23.05%,5.43%,1.55%,58.40%,35.67%,4.38%,0.71%,47.20%,46.62%,5.47%,,,,,,,,,21.76%,59.22%,18.35%,6.29%,1.71%,4.70%,4.83%,0.82%,19.55%,9.87%,5.35%,0.53%,3.46%,0.34%,50.66%,27.28%,20.14%,0.25%,2.67%,0.32%,11.44%,5.45%,1.48%,2.90%,1.41%,0.20%,100.00%,48.90%,28.67%,8.39%,12.37%,1.67%,561200.0,274400.0,160900.0,47100.0,69400.0,9400.0
12/3/2011,2.89%,58.35%,32.86%,5.90%,7.92%,65.68%,18.84%,7.56%,0.77%,48.05%,45.93%,5.24%,2.68%,59.92%,31.34%,6.06%,3.35%,62.02%,30.45%,4.18%,4.29%,65.04%,24.18%,6.49%,1.49%,57.49%,35.64%,5.38%,0.77%,48.34%,46.13%,4.77%,,,,,,,,,20.02%,62.07%,19.21%,6.23%,1.94%,5.27%,4.98%,0.79%,20.46%,10.51%,5.13%,0.73%,3.70%,0.39%,49.98%,28.61%,17.78%,0.30%,2.95%,0.33%,10.35%,4.85%,1.47%,2.94%,0.88%,0.21%,100.00%,50.20%,26.33%,9.24%,12.51%,1.73%,660200.0,331400.0,173800.0,61000.0,82600.0,11400.0
12/10/2011,3.04%,58.92%,32.61%,5.43%,7.93%,63.46%,18.69%,9.93%,0.87%,48.12%,45.67%,5.34%,2.89%,61.13%,31.06%,4.91%,3.21%,62.66%,30.22%,3.91%,4.36%,64.64%,24.66%,6.34%,1.62%,58.98%,36.19%,3.20%,0.86%,48.45%,45.92%,4.77%,,,,,,,,,20.91%,62.93%,19.74%,6.14%,1.83%,5.60%,5.37%,0.80%,19.57%,9.22%,5.91%,0.59%,3.53%,0.32%,50.14%,28.20%,18.24%,0.29%,3.02%,0.39%,10.55%,4.92%,1.27%,3.05%,1.13%,0.19%,100.00%,48.48%,27.24%,9.53%,13.04%,1.70%,646400.0,313400.0,176100.0,61600.0,84300.0,11000.0
12/18/2011,2.86%,59.47%,32.17%,5.49%,9.43%,64.84%,17.86%,7.87%,0.74%,47.65%,45.98%,5.63%,2.49%,62.17%,30.02%,5.32%,3.47%,63.62%,29.30%,3.61%,3.91%,65.92%,23.72%,6.46%,1.22%,59.45%,35.06%,4.27%,0.73%,47.77%,46.15%,5.34%,,,,,,,,,21.55%,62.87%,18.93%,5.82%,1.74%,5.45%,5.12%,0.79%,20.77%,10.70%,5.48%,0.78%,3.43%,0.39%,49.95%,25.79%,20.48%,0.28%,3.06%,0.34%,10.36%,4.64%,1.51%,2.86%,1.18%,0.17%,100.00%,46.95%,29.20%,9.36%,12.79%,1.69%,644100.0,302400.0,188100.0,60300.0,82400.0,10900.0
12/24/2011,3.02%,60.71%,30.83%,5.45%,9.64%,66.41%,16.04%,7.90%,0.80%,49.65%,44.10%,5.45%,2.58%,62.48%,29.64%,5.30%,3.77%,66.44%,26.05%,3.74%,3.89%,66.50%,23.27%,6.34%,1.42%,60.03%,34.15%,4.40%,0.77%,49.94%,44.19%,5.10%,,,,,,,,,21.82%,62.97%,19.25%,6.20%,1.63%,5.80%,4.86%,0.77%,18.90%,9.26%,5.46%,0.82%,2.98%,0.37%,51.06%,28.56%,18.76%,0.32%,3.08%,0.34%,10.79%,5.04%,1.54%,3.05%,0.95%,0.20%,100.00%,49.07%,27.39%,9.98%,11.88%,1.68%,596900.0,292900.0,163500.0,59600.0,70900.0,10000.0
12/31/2011,2.72%,60.50%,31.19%,5.59%,7.78%,66.08%,18.72%,7.43%,0.63%,48.73%,45.16%,5.48%,2.48%,62.60%,29.34%,5.58%,3.28%,65.67%,27.13%,3.92%,3.33%,64.44%,24.90%,7.33%,1.76%,61.12%,32.93%,4.18%,0.63%,48.89%,45.25%,5.23%,,,,,,,,,21.10%,63.59%,18.72%,6.60%,1.78%,5.00%,4.86%,0.48%,19.44%,10.43%,4.65%,1.00%,2.98%,0.37%,50.69%,27.67%,19.57%,0.30%,2.97%,0.19%,11.16%,5.36%,1.54%,3.24%,0.83%,0.19%,100.00%,50.06%,27.54%,9.54%,11.64%,1.22%,539600.0,270100.0,148600.0,51500.0,62800.0,6600.0
1/7/2012,2.69%,62.53%,29.66%,5.11%,8.68%,67.56%,16.73%,7.03%,0.68%,51.14%,43.38%,4.80%,2.34%,64.89%,27.64%,5.13%,3.32%,66.93%,26.17%,3.58%,3.52%,67.15%,22.23%,7.10%,1.52%,65.05%,30.14%,3.28%,0.67%,51.50%,43.49%,4.34%,,,,,,,,,23.00%,64.34%,18.33%,6.00%,1.52%,5.46%,4.62%,0.73%,20.86%,10.46%,5.32%,1.37%,3.30%,0.41%,49.59%,27.34%,18.84%,0.30%,2.80%,0.30%,11.22%,5.30%,1.80%,3.23%,0.75%,0.14%,100.00%,49.09%,27.48%,10.37%,11.47%,1.59%,560400.0,275100.0,154000.0,58100.0,64300.0,8900.0
1/14/2012,2.80%,63.04%,29.09%,5.07%,8.92%,68.22%,16.02%,6.84%,0.78%,51.71%,42.31%,5.20%,2.50%,65.66%,26.88%,4.95%,3.24%,66.90%,26.32%,3.53%,3.56%,68.09%,21.71%,6.64%,1.54%,65.91%,29.41%,3.13%,0.77%,52.08%,42.43%,4.73%,,,,,,,,,22.83%,65.64%,18.87%,5.79%,1.64%,5.40%,5.22%,0.82%,21.13%,9.19%,7.24%,1.19%,3.16%,0.34%,49.96%,27.30%,19.08%,0.25%,3.00%,0.33%,10.04%,4.77%,1.45%,2.86%,0.79%,0.17%,100.00%,47.05%,29.42%,9.70%,12.17%,1.66%,646100.0,304000.0,190100.0,62700.0,78600.0,10700.0
1/21/2012,2.86%,63.80%,28.09%,5.24%,8.11%,65.44%,17.86%,8.60%,0.89%,53.52%,39.96%,5.62%,2.61%,66.19%,26.43%,4.76%,3.52%,69.29%,23.21%,3.97%,3.88%,68.83%,21.11%,6.18%,1.66%,65.16%,29.69%,3.49%,0.89%,54.07%,40.03%,5.01%,,,,,,,,,23.42%,61.18%,18.77%,6.28%,1.69%,5.15%,4.92%,0.73%,20.58%,9.35%,6.31%,1.16%,3.34%,0.42%,50.59%,27.17%,20.19%,0.29%,2.62%,0.32%,10.06%,4.37%,1.49%,3.21%,0.82%,0.16%,100.00%,47.17%,29.69%,9.81%,11.70%,1.63%,619500.0,292200.0,183900.0,60800.0,72500.0,10100.0
1/28/2012,2.95%,63.91%,28.11%,5.02%,8.29%,67.86%,16.11%,7.74%,0.96%,53.44%,39.67%,5.93%,2.72%,66.24%,26.49%,4.55%,3.88%,68.15%,24.70%,3.28%,3.92%,69.86%,20.66%,5.57%,1.67%,63.57%,30.89%,3.88%,0.96%,53.78%,39.74%,5.53%,,,,,,,,,24.46%,62.98%,17.98%,6.03%,1.41%,5.16%,4.64%,0.73%,20.26%,9.75%,5.89%,1.12%,3.10%,0.40%,51.02%,27.50%,20.27%,0.30%,2.65%,0.30%,10.75%,5.14%,1.45%,3.25%,0.75%,0.17%,100.00%,48.42%,29.03%,9.82%,11.14%,1.60%,600800.0,290900.0,174400.0,59000.0,66900.0,9600.0
2/4/2012,3.08%,64.92%,26.51%,5.48%,8.56%,66.98%,16.04%,8.42%,0.81%,54.72%,39.30%,5.16%,2.98%,67.43%,24.20%,5.39%,3.22%,68.76%,24.39%,3.63%,4.27%,71.12%,17.58%,7.03%,1.73%,64.75%,29.59%,3.92%,0.82%,55.26%,39.46%,4.45%,,,,,,,,,25.08%,63.58%,18.39%,5.97%,1.46%,5.62%,4.55%,0.80%,20.19%,9.78%,5.79%,1.22%,2.99%,0.41%,50.69%,28.09%,19.29%,0.32%,2.66%,0.34%,10.73%,4.62%,1.56%,3.59%,0.80%,0.17%,100.00%,48.46%,28.09%,10.74%,11.00%,1.71%,591000.0,286400.0,166000.0,63500.0,65000.0,10100.0
2/11/2012,3.14%,65.12%,26.44%,5.30%,7.69%,67.43%,17.30%,7.58%,1.04%,54.67%,38.60%,5.69%,3.05%,67.57%,24.43%,4.95%,3.60%,68.93%,23.11%,4.36%,4.02%,69.75%,19.91%,6.33%,1.88%,65.45%,29.09%,3.57%,1.03%,55.03%,38.58%,5.36%,,,,,,,,,25.66%,60.90%,18.18%,6.21%,1.54%,5.38%,4.18%,0.87%,20.03%,8.99%,6.78%,1.27%,2.64%,0.35%,50.90%,26.29%,21.40%,0.32%,2.61%,0.28%,10.89%,4.59%,1.75%,3.74%,0.63%,0.17%,100.00%,46.09%,31.47%,10.71%,10.06%,1.67%,598600.0,275900.0,188400.0,64100.0,60200.0,10000.0
2/18/2012,3.35%,65.56%,26.22%,4.87%,8.96%,69.45%,14.93%,6.67%,1.19%,55.19%,38.23%,5.39%,3.23%,67.88%,24.29%,4.59%,3.46%,69.98%,22.90%,3.66%,4.61%,72.29%,17.67%,5.44%,1.74%,63.78%,30.79%,3.68%,1.19%,55.69%,38.26%,4.85%,,,,,,,,,26.42%,63.35%,17.16%,5.82%,1.51%,5.05%,4.03%,0.75%,19.74%,9.83%,6.23%,1.07%,2.33%,0.29%,52.45%,26.22%,23.10%,0.33%,2.54%,0.26%,10.65%,4.82%,1.47%,3.46%,0.72%,0.18%,100.00%,46.68%,32.31%,9.90%,9.62%,1.49%,610300.0,284900.0,197200.0,60400.0,58700.0,9100.0
2/25/2012,3.45%,65.75%,25.45%,5.35%,8.42%,68.80%,15.34%,7.45%,1.09%,54.66%,38.91%,5.34%,3.44%,68.71%,22.80%,5.06%,4.08%,68.41%,22.31%,5.20%,5.00%,71.53%,16.95%,6.51%,2.01%,65.97%,28.27%,3.75%,1.09%,55.08%,38.86%,4.97%,,,,,,,,,26.88%,62.43%,17.95%,6.22%,1.40%,5.31%,4.22%,0.80%,20.01%,10.68%,5.72%,1.28%,1.99%,0.34%,51.35%,26.88%,21.48%,0.31%,2.45%,0.24%,10.68%,4.72%,1.65%,3.51%,0.61%,0.19%,100.00%,48.49%,30.25%,10.41%,9.28%,1.57%,587100.0,284700.0,177600.0,61100.0,54500.0,9200.0
3/3/2012,3.72%,66.09%,24.78%,5.40%,9.19%,69.70%,13.28%,7.83%,0.99%,55.56%,38.21%,5.24%,3.83%,68.60%,22.28%,5.29%,3.67%,69.05%,23.40%,3.88%,5.61%,72.58%,15.60%,6.21%,1.95%,65.93%,28.06%,4.06%,0.98%,55.99%,38.25%,4.78%,,,,,,,,,26.68%,61.45%,17.15%,6.03%,1.45%,4.97%,3.97%,0.74%,20.10%,10.20%,5.85%,1.31%,2.37%,0.37%,52.30%,26.21%,23.02%,0.35%,2.43%,0.27%,10.45%,5.00%,1.50%,3.24%,0.55%,0.16%,100.00%,47.44%,31.82%,9.87%,9.32%,1.55%,620300.0,294300.0,197400.0,61200.0,57800.0,9600.0
3/10/2012,3.73%,64.95%,25.20%,6.12%,8.27%,67.16%,16.25%,8.33%,0.96%,53.60%,39.22%,6.22%,3.88%,67.80%,22.38%,5.95%,3.95%,68.68%,22.81%,4.56%,5.56%,71.19%,15.80%,7.44%,1.98%,65.16%,28.69%,4.18%,0.93%,53.97%,39.39%,5.71%,,,,,,,,,26.78%,62.69%,17.58%,6.26%,1.36%,5.32%,3.91%,0.73%,20.00%,10.76%,5.33%,1.33%,2.18%,0.40%,51.54%,26.17%,22.23%,0.33%,2.48%,0.33%,10.88%,4.81%,1.76%,3.62%,0.54%,0.16%,100.00%,48.00%,30.68%,10.60%,9.11%,1.61%,632100.0,303400.0,193900.0,67000.0,57600.0,10200.0
3/17/2012,3.90%,64.94%,24.93%,6.23%,9.68%,65.13%,15.45%,9.73%,0.84%,53.77%,39.22%,6.16%,4.14%,68.29%,21.66%,5.92%,3.42%,67.41%,24.31%,4.87%,6.34%,72.17%,14.41%,7.07%,2.09%,64.87%,29.18%,3.86%,0.85%,54.16%,39.32%,5.67%,,,,,,,,,25.69%,61.72%,16.97%,5.92%,1.36%,4.84%,4.03%,0.83%,20.19%,10.78%,5.63%,1.26%,2.15%,0.37%,52.22%,27.10%,22.10%,0.31%,2.39%,0.31%,10.61%,4.72%,1.97%,3.28%,0.42%,0.21%,100.00%,48.53%,31.07%,9.69%,9.00%,1.72%,618000.0,299900.0,192000.0,59900.0,55600.0,10600.0
3/24/2012,3.81%,63.93%,26.31%,5.95%,9.04%,67.47%,15.55%,7.94%,1.05%,52.46%,40.17%,6.31%,3.94%,66.78%,23.52%,5.77%,4.02%,67.13%,24.54%,4.31%,6.14%,70.05%,15.96%,7.84%,1.86%,64.10%,30.80%,3.24%,1.06%,52.83%,40.17%,5.94%,,,,,,,,,26.16%,59.29%,18.25%,6.67%,1.56%,5.16%,4.03%,0.83%,19.44%,10.50%,5.29%,1.06%,2.19%,0.40%,51.47%,26.24%,22.13%,0.36%,2.37%,0.36%,10.85%,4.79%,1.87%,3.60%,0.41%,0.17%,100.00%,48.20%,30.85%,10.18%,9.01%,1.76%,602900.0,290600.0,186000.0,61400.0,54300.0,10600.0
