Region,State,Feedstock,Volumes_m3,Date
Mid-West,Goiás,Oil_Cotton,3764.441,2024-01-01
Mid-West,Mato Grosso,Oil_Cotton,3175.281,2024-01-01
Northeast,Bahia,Oil_Cotton,2331.627,2024-01-01
South,Rio Grande do Sul,Oil_Canola,2434.342,2024-01-01
Mid-West,Goiás,UCO,407.838,2024-01-01
Northeast,Bahia,UCO,1112.263,2024-01-01
North,Rondônia,UCO,41.278,2024-01-01
Southeast,Rio de Janeiro,UCO,5833.007,2024-01-01
South,Paraná,UCO,291.731,2024-01-01
South,Rio Grande do Sul,UCO,1096.133,2024-01-01
South,Santa Catarina,UCO,0.165,2024-01-01
Mid-West,Goiás,Oil_Sunflower,431.478,2024-01-01
Mid-West,Goiás,Oil_Corn,748.499,2024-01-01
South,Paraná,Oil_Corn,44.484,2024-01-01
South,Rio Grande do Sul,Oil_Corn,41.057,2024-01-01
Northeast,Bahia,Oil_Palm,1525.319,2024-01-01
North,Pará,Oil_Palm,12474.315,2024-01-01
North,Rondônia,Oil_Palm,102.7,2024-01-01
Mid-West,Goiás,Oil_Soy,59928.136,2024-01-01
Mid-West,Mato Grosso,Oil_Soy,86146.482,2024-01-01
Mid-West,Mato Grosso do Sul,Oil_Soy,27000.304,2024-01-01
Northeast,Bahia,Oil_Soy,30433.758,2024-01-01
Northeast,Piauí,Oil_Soy,5610.14,2024-01-01
North,Pará,Oil_Soy,1244.234,2024-01-01
North,Rondônia,Oil_Soy,392.427,2024-01-01
Southeast,São Paulo,Oil_Soy,5263.287,2024-01-01
South,Paraná,Oil_Soy,69419.471,2024-01-01
South,Rio Grande do Sul,Oil_Soy,126259.515,2024-01-01
South,Santa Catarina,Oil_Soy,13533.551,2024-01-01
Mid-West,Goiás,Fatty_Acid_Other,20647.11,2024-01-01
Mid-West,Mato Grosso,Fatty_Acid_Other,23686.244,2024-01-01
Northeast,Bahia,Fatty_Acid_Other,2718.438,2024-01-01
North,Pará,Fatty_Acid_Other,135.609,2024-01-01
North,Rondônia,Fatty_Acid_Other,72.948,2024-01-01
Southeast,Minas Gerais,Fatty_Acid_Other,4061.948,2024-01-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,1378.0,2024-01-01
Southeast,São Paulo,Fatty_Acid_Other,17657.845,2024-01-01
South,Paraná,Fatty_Acid_Other,13149.029,2024-01-01
South,Rio Grande do Sul,Fatty_Acid_Other,7947.136,2024-01-01
South,Santa Catarina,Fatty_Acid_Other,14701.922,2024-01-01
Mid-West,Goiás,Fatty_Acid_Soy,699.886,2023-12-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,1006.065,2023-12-01
Southeast,São Paulo,Fatty_Acid_Soy,276.465,2023-12-01
Mid-West,Goiás,Tallow_Cattle,6333.132,2023-12-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,1205.15,2023-12-01
Northeast,Bahia,Tallow_Cattle,7886.442,2023-12-01
North,Pará,Tallow_Cattle,463.262,2023-12-01
North,Rondônia,Tallow_Cattle,3613.038,2023-12-01
Southeast,Minas Gerais,Tallow_Cattle,2127.649,2023-12-01
South,Paraná,Tallow_Cattle,4521.58,2023-12-01
South,Rio Grande do Sul,Tallow_Cattle,10607.149,2023-12-01
South,Paraná,Tallow_Chicken,1759.675,2023-12-01
South,Rio Grande do Sul,Tallow_Chicken,100.311,2023-12-01
Mid-West,Goiás,Tallow_Pork,575.176,2023-12-01
Southeast,Rio de Janeiro,Tallow_Pork,6332.863,2023-12-01
South,Paraná,Tallow_Pork,258.867,2023-12-01
South,Rio Grande do Sul,Tallow_Pork,1486.008,2023-12-01
South,Santa Catarina,Tallow_Pork,42.325,2023-12-01
Mid-West,Goiás,Oil_Cotton,7226.963,2023-12-01
Mid-West,Mato Grosso,Oil_Cotton,4276.937,2023-12-01
Northeast,Bahia,Oil_Cotton,6365.513,2023-12-01
Northeast,Piauí,Oil_Cotton,0.001,2023-12-01
South,Rio Grande do Sul,Oil_Canola,1487.961,2023-12-01
Mid-West,Goiás,UCO,361.009,2023-12-01
Northeast,Bahia,UCO,1301.475,2023-12-01
Southeast,Rio de Janeiro,UCO,5407.859,2023-12-01
South,Paraná,UCO,1035.194,2023-12-01
South,Rio Grande do Sul,UCO,661.646,2023-12-01
South,Santa Catarina,UCO,47.458,2023-12-01
Mid-West,Goiás,Oil_Corn,971.387,2023-12-01
South,Paraná,Oil_Corn,714.185,2023-12-01
South,Rio Grande do Sul,Oil_Corn,2581.082,2023-12-01
South,Santa Catarina,Oil_Corn,963.745,2023-12-01
Northeast,Bahia,Oil_Palm,3662.375,2023-12-01
North,Pará,Oil_Palm,13913.784,2023-12-01
North,Rondônia,Oil_Palm,66.643,2023-12-01
South,Santa Catarina,Oil_Palm,443.05,2023-12-01
Mid-West,Goiás,Oil_Soy,55419.397,2023-12-01
Mid-West,Mato Grosso,Oil_Soy,90588.908,2023-12-01
Mid-West,Mato Grosso do Sul,Oil_Soy,25939.527,2023-12-01
Northeast,Bahia,Oil_Soy,26813.457,2023-12-01
Northeast,Piauí,Oil_Soy,5808.221,2023-12-01
North,Pará,Oil_Soy,80.084,2023-12-01
North,Rondônia,Oil_Soy,1548.693,2023-12-01
Southeast,São Paulo,Oil_Soy,5558.952,2023-12-01
South,Paraná,Oil_Soy,80306.311,2023-12-01
South,Rio Grande do Sul,Oil_Soy,136011.49,2023-12-01
South,Santa Catarina,Oil_Soy,12167.431,2023-12-01
Mid-West,Goiás,Fatty_Acid_Other,18501.774,2023-12-01
Mid-West,Mato Grosso,Fatty_Acid_Other,25915.037,2023-12-01
Northeast,Bahia,Fatty_Acid_Other,3786.839,2023-12-01
North,Pará,Fatty_Acid_Other,68.981,2023-12-01
North,Rondônia,Fatty_Acid_Other,112.581,2023-12-01
Southeast,Minas Gerais,Fatty_Acid_Other,4105.435,2023-12-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,1555.635,2023-12-01
Southeast,São Paulo,Fatty_Acid_Other,17809.229,2023-12-01
South,Paraná,Fatty_Acid_Other,20261.871,2023-12-01
South,Rio Grande do Sul,Fatty_Acid_Other,9018.19,2023-12-01
South,Santa Catarina,Fatty_Acid_Other,18274.184,2023-12-01
Mid-West,Goiás,Fatty_Acid_Soy,334.255,2023-11-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,1153.84,2023-11-01
Southeast,São Paulo,Fatty_Acid_Soy,122.863,2023-11-01
Mid-West,Goiás,Tallow_Cattle,6454.739,2023-11-01
Northeast,Bahia,Tallow_Cattle,7633.961,2023-11-01
North,Pará,Tallow_Cattle,357.683,2023-11-01
North,Rondônia,Tallow_Cattle,4596.536,2023-11-01
Southeast,Minas Gerais,Tallow_Cattle,3124.216,2023-11-01
South,Paraná,Tallow_Cattle,3444.316,2023-11-01
South,Rio Grande do Sul,Tallow_Cattle,13079.817,2023-11-01
South,Paraná,Tallow_Chicken,597.361,2023-11-01
South,Santa Catarina,Tallow_Chicken,271.142,2023-11-01
Mid-West,Goiás,Tallow_Pork,1267.138,2023-11-01
Southeast,Rio de Janeiro,Tallow_Pork,6374.636,2023-11-01
South,Paraná,Tallow_Pork,232.241,2023-11-01
South,Rio Grande do Sul,Tallow_Pork,1897.841,2023-11-01
Mid-West,Goiás,Oil_Cotton,8452.072,2023-11-01
Mid-West,Mato Grosso,Oil_Cotton,3286.67,2023-11-01
Northeast,Bahia,Oil_Cotton,6169.634,2023-11-01
Northeast,Piauí,Oil_Cotton,69.281,2023-11-01
South,Rio Grande do Sul,Oil_Canola,1490.83,2023-11-01
Mid-West,Goiás,UCO,587.351,2023-11-01
